根本幸典,52,95568,49.94,自民,前,3,1
関健一郎,39,77224,40.35,希望,新,1,0
野沢康幸,29,18574,9.71,共産,新,0,0
田村憲久,52,109584,53.82,自民,前,8,1
松田直久,63,94045,46.18,無所,前,1,0
中川正春,67,122518,53.9,無所,前,8,1
川崎二郎,69,104780,46.1,自民,前,12,0
岡田克也,64,147255,64.34,無所,前,10,1
島田佳和,47,63406,27.7,自民,前,2,0
野村真弘,61,11864,5.18,共産,新,0,0
坂本麻貴,33,6353,2.78,諸派,新,0,0
三ツ矢憲生,66,99596,54.04,自民,前,6,1
藤田大助,41,68978,37.43,希望,元,1,0
谷中三好,57,15724,8.53,共産,新,0,0
大岡敏孝,45,84994,47.7,自民,前,3,1
嘉田由紀子,67,79724,44.74,無所,新,0,0
小坂淑子,77,13483,7.57,社民,新,0,0
上野賢一郎,52,73694,50.45,自民,前,4,1
田島一成,55,58718,40.2,希望,前,4,0
対月慈照,64,11073,7.58,無所,新,0,0
荒川雅司,42,2576,1.76,諸派,新,0,0
武村展英,45,78724,55.34,自民,前,3,1
小川泰江,54,48018,33.76,希望,新,0,0
石堂淳士,43,15502,10.9,共産,新,0,0
小寺裕雄,57,80114,47.79,自民,新,1,1
徳永久志,54,64617,38.55,希望,新,0,0
西沢耕一,39,22896,13.66,共産,新,0,0
伊吹文明,79,88106,47.32,自民,前,12,1
穀田恵二,70,61938,33.27,共産,前,9,0
嶋村聖子,40,36134,19.41,希望,新,0,0
前原誠司,55,65480,48.71,無所,前,9,1
繁本護,44,40336,30.01,自民,新,1,0
地坂拓晃,44,28600,21.28,共産,新,0,0
泉健太,43,63013,38.3,希望,前,7,1
木村弥生,52,56534,34.36,自民,前,2,0
金森亨,61,26420,16.06,共産,新,0,0
森夏枝,36,16511,10.03,維新,新,1,0
小田切新一郎,71,2059,1.25,無所,新,0,0
田中英之,47,83286,42.45,自民,前,3,1
北神圭朗,50,71068,36.23,希望,前,3,0
吉田幸一,43,38219,19.48,共産,新,0,0
縁田有紀,27,3606,1.84,諸派,新,0,0
本田太郎,43,60277,43.29,自民,新,1,1
中山泰,57,30665,22.03,無所,新,0,0
山内健,49,21234,15.25,共産,新,0,0
井上一徳,55,19586,14.07,希望,新,1,0
鈴木麻理子,33,7464,5.36,無所,新,0,0
安藤裕,52,101977,42.97,自民,前,3,1
山井和則,55,100338,42.28,希望,前,7,0
上條亮一,31,34998,14.75,共産,新,0,0
大西宏幸,50,67748,37.6,自民,前,2,1
井上英孝,45,66506,36.91,維新,前,3,0
村上賀厚,58,26140,14.51,立憲,新,0,0
柴山昇,63,14498,8.05,共産,新,0,0
小泉修平,70,5291,2.94,諸派,新,0,0
左藤章,66,91439,43.9,自民,前,5,1
椎木保,51,68844,33.05,維新,前,2,0
尾辻かな子,42,48018,23.05,立憲,新,1,0
佐藤茂樹,58,83907,54.1,公明,前,9,1
渡部結,36,54958,35.43,共産,新,0,0
中条栄太郎,48,16231,10.47,無所,新,0,0
中山泰秀,47,80083,42.29,自民,前,5,1
美延映夫,56,72446,38.26,維新,新,0,0
清水忠史,49,36825,19.45,共産,前,1,0
国重徹,42,91514,51.48,公明,前,3,1
長尾秀樹,65,45313,25.49,立憲,新,1,0
北山良三,65,31429,17.68,共産,新,0,0
数森圭吾,38,9522,5.36,諸派,新,0,0
伊佐進一,42,104052,61.0,公明,前,3,1
村上史好,65,66536,39.0,立憲,元,3,0
渡嘉敷奈緒美,55,82337,43.63,自民,前,4,1
奥下剛光,42,66780,35.39,維新,新,0,0
村口久美子,45,39602,20.98,共産,新,0,0
大塚高司,53,67054,39.3,自民,前,4,1
木下智彦,48,57187,33.51,維新,前,2,0
松井博史,49,31197,18.28,立憲,新,0,0
新居真,57,15197,8.91,共産,新,0,0
原田憲治,69,93475,40.73,自民,前,4,1
足立康史,52,91438,39.84,維新,前,3,0
服部良一,67,44589,19.43,社民,元,1,0
辻元清美,57,75788,42.77,立憲,前,7,1
大隈和英,48,56483,31.87,自民,前,2,0
松浪健太,46,44938,25.36,維新,前,5,0
平野博文,68,76144,36.72,無所,前,7,1
佐藤ゆかり,56,69366,33.45,自民,前,3,0
伊東信久,53,61859,29.83,維新,前,2,0
北川知克,65,71614,45.04,自民,前,6,1
藤田文武,36,64530,40.58,維新,新,0,0
松尾正利,58,22858,14.38,共産,新,0,0
宗清皇一,47,74662,41.19,自民,前,2,1
青野剛暁,43,52033,28.71,維新,新,0,0
西野弘一,48,23584,13.01,無所,元,1,0
長岡嘉一,48,16399,9.05,共産,新,0,0
姜英紀,45,14568,8.04,立憲,新,0,0
長尾敬,54,79352,41.08,自民,前,3,1
谷畑孝,70,77696,40.23,維新,前,8,0
小松久,60,36102,18.69,共産,新,0,0
竹本直一,76,81968,43.82,自民,前,8,1
浦野靖人,44,74368,39.75,維新,前,3,0
為仁史,68,30733,16.43,共産,新,0,0
北側一雄,64,77335,54.04,公明,前,9,1
森山浩行,46,65780,45.96,立憲,元,2,0
馬場伸幸,52,65427,43.53,維新,前,3,1
岡下昌平,42,58534,38.95,自民,前,2,0
藤本幸子,42,26337,17.52,共産,新,0,0
遠藤敬,49,87070,44.33,維新,前,3,1
神谷昇,68,80198,40.83,自民,前,2,0
矢野忠重,67,29164,14.85,共産,新,0,0
丸山穂高,33,66712,46.68,維新,前,3,1
谷川とむ,41,57833,40.47,自民,前,2,0
北村みき,51,18373,12.86,共産,新,0,0
盛山正仁,63,71861,39.45,自民,前,4,1
井坂信彦,43,59191,32.49,希望,前,2,0
梅村聡,42,29660,16.28,維新,新,0,0
力重智之,39,21454,11.78,共産,新,0,0
赤羽一嘉,59,89349,52.53,公明,前,8,1
舩川治郎,50,41238,24.24,無所,新,0,0
平松順子,68,39502,23.22,共産,新,0,0
関芳弘,52,72838,48.0,自民,前,4,1
横畑和幸,45,28852,19.02,希望,新,0,0
松木秀一郎,33,26280,17.32,維新,新,0,0
冨士谷香恵子,65,23762,15.66,共産,新,0,0
藤井比早之,46,120189,57.87,自民,前,3,1
野口威光,43,37344,17.98,希望,新,0,0
佐藤泰樹,46,26635,12.82,無所,新,0,0
大椙鉄夫,69,23513,11.32,共産,新,0,0
谷公一,65,123360,56.89,自民,前,6,1
梶原康弘,61,69369,31.99,希望,元,2,0
西中孝男,68,24104,11.12,共産,新,0,0
大串正樹,51,93622,41.75,自民,前,3,1
桜井周,47,69878,31.16,立憲,新,1,0
市村浩一郎,53,38398,17.12,維新,元,3,0
幾村奈応子,37,22338,9.96,希望,新,0,0
山田賢司,51,95558,44.5,自民,前,3,1
三木圭恵,51,41331,19.25,維新,元,1,0
畠中光成,45,41219,19.2,希望,元,1,0
上田幸子,69,36627,17.06,共産,新,0,0
中野洋昌,39,94116,63.56,公明,前,3,1
堀内照文,44,53964,36.44,共産,前,1,0
西村康稔,55,122026,69.55,自民,前,6,1
川戸康嗣,42,30937,17.63,希望,新,0,0
菊地憲之,61,22497,12.82,無所,新,0,0
渡海紀三朗,69,94205,59.94,自民,前,9,1
柘植厚人,45,38072,24.22,希望,新,0,0
金田峰生,52,24885,15.83,共産,新,0,0
松本剛明,58,109381,65.29,自民,前,7,1
長安豊,49,37783,22.55,希望,元,3,0
稲村知,57,20355,12.15,共産,新,0,0
山口壮,63,98166,62.8,自民,前,6,1
池畑浩太朗,43,38388,24.56,希望,新,0,0
堀譲,67,19756,12.64,共産,新,0,0
小林茂樹,53,90558,40.81,自民,元,2,1
馬淵澄夫,57,88082,39.69,希望,前,5,0
井上良子,53,21782,9.82,共産,新,0,0
吉野忠男,58,21484,9.68,維新,新,0,0
高市早苗,56,124508,60.08,自民,前,8,1
松本昌之,34,52384,25.28,希望,新,0,0
霜鳥純一,56,30356,14.65,共産,新,0,0
田野瀬太道,43,122341,61.62,自民,前,3,1
前川清成,54,55721,28.07,希望,新,0,0
所進,38,20469,10.31,共産,新,0,0
岸本周平,61,72517,50.36,希望,前,4,1
門博文,52,57111,39.66,自民,前,3,0
原矢寸久,66,14372,9.98,共産,新,0,0
石田真敏,65,75772,58.35,自民,前,7,1
坂田隆徳,38,21395,16.48,希望,新,0,0
下村雅洋,62,16520,12.72,共産,新,0,0
栄隆則,53,16175,12.46,維新,新,0,0
二階俊博,78,109488,72.95,自民,前,12,1
楠本文郎,63,40608,27.05,共産,新,0,0
石破茂,60,106425,83.63,自民,前,11,1
塚田成幸,53,20829,16.37,共産,新,0,0
赤沢亮正,56,72827,53.39,自民,前,5,1
湯原俊二,54,53312,39.08,希望,元,1,0
福住英行,41,10271,7.53,共産,新,0,0
細田博之,73,95513,59.4,自民,前,10,1
亀井亜紀子,52,65285,40.6,立憲,新,1,0
竹下亘,70,123332,67.82,自民,前,7,1
福原宗男,70,35576,19.56,社民,新,0,0
向瀬慎一,46,22938,12.61,共産,新,0,0
逢沢一郎,63,87272,52.71,自民,前,11,1
高井崇志,48,56757,34.28,立憲,前,3,0
蜂谷弘美,61,21551,13.02,希望,新,0,0
山下貴司,52,73150,51.14,自民,前,3,1
津村啓介,45,54591,38.16,希望,前,6,0
垣内京美,51,13518,9.45,共産,新,0,0
田部雄治,41,1793,1.25,諸派,新,0,0
阿部俊子,58,59488,38.92,自民,前,5,1
平沼正二郎,37,55947,36.61,無所,新,0,0
内山晃,63,21970,14.38,希望,元,3,0
尾崎宏子,61,15424,10.09,共産,新,0,0
橋本岳,43,93172,51.95,自民,前,4,1
柚木道義,45,72280,40.3,希望,前,5,0
平林明成,62,13907,7.75,共産,新,0,0
加藤勝信,61,100708,71.29,自民,前,6,1
樽井良和,50,26901,19.04,希望,元,1,0
美見芳明,60,13649,9.66,共産,新,0,0
岸田文雄,60,113239,77.96,自民,前,9,1
大西理,51,32011,22.04,共産,新,0,0
平口洋,69,96718,47.89,自民,前,4,1
松本大輔,46,68309,33.82,希望,元,3,0
灰岡香奈,34,18128,8.98,維新,新,0,0
藤本聡志,63,16393,8.12,共産,新,0,0
水野善丈,26,2403,1.19,諸派,新,0,0
河井克行,54,82998,47.37,自民,前,7,1
塩村文夏,39,61976,35.37,無所,新,0,0
今枝仁,47,23779,13.57,維新,新,0,0
野村昌央,35,2720,1.55,諸派,新,0,0
玉田憲勲,60,1978,1.13,無所,新,0,0
西本昭彦,72,1753,1.0,無所,新,0,0
新谷正義,42,64911,43.64,自民,前,3,1
空本誠喜,53,28562,19.2,維新,元,1,0
恵飛須圭二,34,20366,13.69,無所,新,0,0
上野寛治,35,16803,11.3,希望,新,0,0
中石仁,54,10884,7.32,共産,新,0,0
落合洋司,53,7210,4.85,無所,新,0,0
寺田稔,59,86193,67.1,自民,前,5,1
橋本琴絵,28,27912,21.73,希望,新,0,0
尾崎光,64,14356,11.18,共産,新,0,0
佐藤公治,58,85616,50.54,希望,元,3,1
小島敏文,67,69209,40.85,自民,前,3,0
寺田明充,66,14585,8.61,共産,新,0,0
小林史明,34,110547,60.46,自民,前,3,1
佐藤広典,41,54898,30.03,希望,新,0,0
重村幸司,66,17384,9.51,共産,新,0,0
高村正大,46,133221,69.1,自民,新,1,1
大内一也,44,36582,18.97,希望,新,0,0
五島博,61,17924,9.3,共産,新,0,0
河井美和子,55,5070,2.63,諸派,新,0,0
岸信夫,58,113012,73.83,自民,前,3,1
松田一志,60,40051,26.17,共産,新,0,0
河村建夫,74,103173,71.32,自民,前,10,1
坂本史子,62,41497,28.68,立憲,新,0,0
安倍晋三,63,104825,72.57,自民,前,9,1
藤田時雄,63,18567,12.85,希望,新,0,0
西岡広伸,54,13721,9.5,共産,新,0,0
黒川敦彦,39,6687,4.63,無所,新,0,0
郡昭浩,56,645,0.45,無所,新,0,0
後藤田正純,48,90281,51.49,自民,前,7,1
仁木博文,51,69442,39.6,希望,元,1,0
山本千代子,68,15622,8.91,共産,新,0,0
山口俊一,67,81616,70.96,自民,前,10,1
久保孝之,54,25726,22.37,共産,新,0,0
福山正敏,46,7671,6.67,諸派,新,0,0
平井卓也,59,81566,50.68,自民,前,7,1
小川淳也,46,79383,49.32,希望,前,5,0
玉木雄一郎,48,82345,55.49,希望,前,4,1
瀬戸隆一,52,59949,40.4,自民,前,2,0
河村整,58,6098,4.11,共産,新,0,0
大野敬太郎,48,82125,69.09,自民,前,3,1
藤田伸二,62,36735,30.91,社民,新,0,0
塩崎恭久,66,112930,64.83,自民,前,8,1
富永喜代,50,42600,24.45,希望,新,0,0
石本憲一,70,18675,10.72,共産,新,0,0
村上誠一郎,65,62516,48.85,自民,前,11,1
西岡新,44,33894,26.48,維新,元,1,0
横山博幸,66,21044,16.44,希望,前,1,0
一色一正,67,10525,8.22,共産,新,0,0
白石洋一,54,70978,53.07,希望,元,2,1
白石寛樹,29,53910,40.3,自民,新,0,0
国田睦,65,6226,4.65,共産,新,0,0
森田浩二,57,2641,1.97,諸派,新,0,0
山本公一,70,80589,54.41,自民,前,9,1
桜内文城,52,56781,38.33,希望,元,1,0
西井直人,60,10748,7.26,共産,新,0,0
中谷元,60,81675,53.59,自民,前,10,1
大石宗,37,45190,29.65,希望,新,0,0
松本顕治,33,25542,16.76,共産,新,0,0
広田一,49,92179,56.48,無所,新,1,1
山本有二,65,71029,43.52,自民,前,10,0
井上貴博,55,97777,49.17,自民,前,3,1
山本剛正,45,51063,25.68,立憲,元,1,0
石井英俊,41,35870,18.04,希望,新,0,0
立川孝彦,66,14158,7.12,共産,新,0,0
鬼木誠,45,109098,47.93,自民,前,3,1
稲富修二,47,100938,44.34,希望,元,2,0
松尾律子,45,17594,7.73,共産,新,0,0
古賀篤,45,136499,59.02,自民,前,3,1
山内康一,44,94772,40.98,立憲,元,4,0
宮内秀樹,55,104726,55.56,自民,前,3,1
河野正美,56,51426,27.28,維新,前,2,0
新留清隆,62,32340,17.16,共産,新,0,0
原田義昭,73,123758,50.48,自民,前,8,1
楠田大蔵,42,96675,39.44,希望,元,3,0
田中陽二,61,24715,10.08,共産,新,0,0
鳩山二郎,38,131244,66.3,自民,前,2,1
新井富美子,50,43175,21.81,無所,新,0,0
小林解子,37,17451,8.82,共産,新,0,0
西原忠弘,62,6093,3.08,諸派,新,0,0
藤丸敏,57,91477,57.31,自民,前,3,1
原圭助,39,48190,30.19,希望,新,0,0
江口学,43,19953,12.5,共産,新,0,0
麻生太郎,77,135334,72.23,自民,前,13,1
宮嶋つや子,66,52027,27.77,共産,新,0,0
三原朝彦,70,91329,45.71,自民,前,8,1
緒方林太郎,44,78833,39.46,希望,前,2,0
真島省三,54,29635,14.83,共産,前,1,0
山本幸三,69,87674,44.16,自民,前,8,1
城井崇,44,80073,40.33,希望,元,3,0
田村貴昭,56,30792,15.51,共産,前,2,0
武田良太,49,81129,55.46,自民,前,6,1
村上智信,48,42335,28.94,希望,新,0,0
竹内信昭,64,22822,15.6,社民,新,0,0
原口一博,58,105487,55.65,無所,前,8,1
岩田和親,44,78972,41.66,自民,前,3,0
中島徹,43,5086,2.68,諸派,新,0,0
大串博志,52,105921,49.74,希望,前,5,1
古川康,59,99103,46.54,自民,前,2,0
大森斉,62,7920,3.72,共産,新,0,0
西岡秀子,53,90569,48.53,希望,新,1,1
冨岡勉,69,80049,42.89,自民,前,4,0
牧山隆,60,16011,8.58,共産,新,0,0
加藤寛治,71,97874,57.35,自民,前,3,1
山口初實,69,57538,33.71,希望,新,0,0
近藤一宇,68,15261,8.94,共産,新,0,0
谷川弥一,76,83992,59.72,自民,前,6,1
末次精一,54,35554,25.28,希望,新,0,0
石丸完治,68,12638,8.99,共産,新,0,0
口石竜三,48,8469,6.02,維新,新,0,0
北村誠吾,70,73899,50.79,自民,前,7,1
宮島大典,54,61137,42.02,希望,元,2,0
石川悟,65,10459,7.19,共産,新,0,0
木原稔,48,123431,56.15,自民,前,4,1
松野頼久,57,96374,43.85,希望,前,6,0
野田毅,76,86027,47.48,自民,前,16,1
西野太亮,39,62575,34.54,無所,新,0,0
和田要,68,26074,14.39,社民,新,0,0
木下順子,58,6495,3.59,諸派,新,0,0
坂本哲志,66,129312,73.6,自民,前,6,1
関根静香,27,46392,26.4,共産,新,0,0
金子恭之,56,150453,62.76,自民,前,7,1
矢上雅義,57,89279,37.24,立憲,元,3,0
穴見陽一,48,90422,46.4,自民,前,3,1
吉良州司,59,87392,44.84,希望,前,5,0
小手川恵,61,17082,8.76,共産,新,0,0
衛藤征士郎,76,89944,53.27,自民,前,12,1
吉川元,51,70858,41.97,社民,前,3,0
上田敦子,50,8033,4.76,諸派,新,0,0
岩屋毅,60,99412,54.16,自民,前,8,1
横光克彦,73,84133,45.84,立憲,元,7,0
武井俊輔,42,94780,55.18,自民,前,3,1
外山斎,41,57047,33.21,希望,新,0,0
内田静雄,68,19937,11.61,共産,新,0,0
江藤拓,57,98170,69.74,自民,前,6,1
黒木万治,69,29831,21.19,共産,新,0,0
河野一郎,57,12757,9.06,諸派,新,0,0
古川禎久,52,98008,69.39,自民,前,6,1
花輪智史,51,28286,20.03,希望,新,0,0
井福美年,68,14942,10.58,共産,新,0,0
川内博史,55,76699,41.8,立憲,元,6,1
保岡宏武,44,74831,40.78,自民,新,0,0
山之内毅,35,26895,14.66,維新,元,1,0
宮崎一博,57,5066,2.76,無所,新,0,0
金子万寿夫,70,97743,51.26,自民,前,3,1
斎藤佳代,38,43331,22.73,希望,新,0,0
林健二,40,33317,17.47,無所,新,0,0
祝迫光治,74,16280,8.54,共産,新,0,0
小里泰弘,59,102501,50.41,自民,前,5,1
野間健,59,90240,44.38,希望,前,2,0
山口勇太,26,10605,5.22,共産,新,0,0
森山裕,72,128112,70.78,自民,前,6,1
野呂正和,66,52891,29.22,社民,新,0,0
赤嶺政賢,69,60605,39.9,共産,前,7,1
国場幸之助,44,54468,35.86,自民,前,3,0
下地幹郎,56,34215,22.53,維新,前,6,0
下地玲子,59,2594,1.71,諸派,新,0,0
照屋寛徳,72,92143,58.94,社民,前,6,1
宮崎政久,52,64193,41.06,自民,前,2,0
玉城デニー,58,95517,57.86,無所,前,4,1
比嘉奈津美,59,66527,40.3,自民,前,2,0
金城竜郎,53,3031,1.84,諸派,新,0,0
西銘恒三郎,63,82199,50.51,自民,前,5,1
仲里利信,80,75887,46.63,無所,前,1,0
富川泰全,38,4650,2.86,諸派,新,0,0
